Epoch,Train Loss,Val Loss,Mean Pixel Accuracy,Mean IoU,Mean Dice Score,Per-class IoU,Per-class Dice
133,0.4760024692331042,0.48571207788255477,"tensor(0.9629, device='cuda:0')",0.45814019441604614,0.5679479241371155,"[0.9668394923210144, 0.4387896955013275, 0.19028115272521973, 0.23665039241313934]","[0.9831341505050659, 0.6093938946723938, 0.31310930848121643, 0.3661542236804962]"
134,0.48530157463891166,0.47669967346721226,"tensor(0.9625, device='cuda:0')",0.4670116901397705,0.580080509185791,"[0.9663661122322083, 0.4369862675666809, 0.1760411560535431, 0.28865325450897217]","[0.9828829169273376, 0.6073946952819824, 0.29490557312965393, 0.43513891100883484]"
135,0.4946570771081107,0.4803846975167592,"tensor(0.9608, device='cuda:0')",0.46467477083206177,0.577547013759613,"[0.964751660823822, 0.44415345788002014, 0.16050603985786438, 0.28928783535957336]","[0.9820438027381897, 0.6142831444740295, 0.2731882333755493, 0.44067293405532837]"
136,0.4807778630937849,0.4828869104385376,"tensor(0.9614, device='cuda:0')",0.4646584391593933,0.5753355622291565,"[0.9653752446174622, 0.4356367886066437, 0.1540612131357193, 0.30356040596961975]","[0.9823662638664246, 0.60532546043396, 0.2657143473625183, 0.44793611764907837]"
137,0.48752128737313405,0.49163563383950126,"tensor(0.9615, device='cuda:0')",0.4565863609313965,0.5661112666130066,"[0.9658628106117249, 0.4433022439479828, 0.17977043986320496, 0.23740993440151215]","[0.9826180338859558, 0.6139729619026184, 0.2992672324180603, 0.36858680844306946]"
138,0.4891072247709547,0.4716225696934594,"tensor(0.9620, device='cuda:0')",0.47192487120628357,0.5860695838928223,"[0.9658926725387573, 0.4410842955112457, 0.17221768200397491, 0.3085048794746399]","[0.9826357364654541, 0.6113621592521667, 0.2897154688835144, 0.4605650007724762]"
139,0.4855461393083845,0.48052363925509983,"tensor(0.9620, device='cuda:0')",0.46345919370651245,0.5745152235031128,"[0.9658603668212891, 0.44697391986846924, 0.17507021129131317, 0.2659323215484619]","[0.9826220273971558, 0.616870641708374, 0.292006254196167, 0.40656211972236633]"
140,0.48788246512413025,0.5005706879827712,"tensor(0.9608, device='cuda:0')",0.45040029287338257,0.5580003261566162,"[0.9651012420654297, 0.43308886885643005, 0.16492672264575958, 0.23848438262939453]","[0.9822307229042053, 0.6030235290527344, 0.27645525336265564, 0.3702918589115143]"
141,0.4780524092061179,0.4751390284962124,"tensor(0.9631, device='cuda:0')",0.46625491976737976,0.5803126096725464,"[0.9668957591056824, 0.4445836842060089, 0.1781601458787918, 0.27538007497787476]","[0.983160138130188, 0.6150408387184143, 0.29804155230522156, 0.42500776052474976]"
142,0.4809791173253741,0.4647679196463691,"tensor(0.9629, device='cuda:0')",0.4754764139652252,0.5902518033981323,"[0.96646648645401, 0.44842344522476196, 0.18607017397880554, 0.300945520401001]","[0.9829322099685669, 0.6177987456321716, 0.30907443165779114, 0.45120176672935486]"
143,0.49079952836036683,0.47426926758554244,"tensor(0.9628, device='cuda:0')",0.46657097339630127,0.5795634984970093,"[0.9665477871894836, 0.43844568729400635, 0.1792299598455429, 0.2820604741573334]","[0.9829800128936768, 0.6090617775917053, 0.3021085858345032, 0.42410358786582947]"
144,0.47779719829559325,0.49251245458920795,"tensor(0.9636, device='cuda:0')",0.4551122784614563,0.5622618198394775,"[0.967418909072876, 0.4506506323814392, 0.1388629674911499, 0.26351654529571533]","[0.9834297895431519, 0.6206424236297607, 0.2432325929403305, 0.4017423689365387]"
145,0.48583981990814207,0.48290307654274833,"tensor(0.9617, device='cuda:0')",0.4630674719810486,0.5744802355766296,"[0.9657554626464844, 0.4373866319656372, 0.1659768968820572, 0.2831508219242096]","[0.9825666546821594, 0.6080623269081116, 0.2811499834060669, 0.42614203691482544]"
146,0.48859371968678067,0.463325430949529,"tensor(0.9629, device='cuda:0')",0.4751700758934021,0.5911813974380493,"[0.9666884541511536, 0.4361511766910553, 0.1877259761095047, 0.31011468172073364]","[0.9830551147460938, 0.6070398092269897, 0.31348633766174316, 0.46114444732666016]"
147,0.4818972051143646,0.48810507191552055,"tensor(0.9625, device='cuda:0')",0.4585951566696167,0.5668341517448425,"[0.966231644153595, 0.4531695544719696, 0.17395634949207306, 0.24102313816547394]","[0.9828084111213684, 0.6231880187988281, 0.29240450263023376, 0.3689357340335846]"
148,0.4863218767302377,0.4850187665886349,"tensor(0.9587, device='cuda:0')",0.4647793769836426,0.5761080980300903,"[0.9631668925285339, 0.43309202790260315, 0.18871255218982697, 0.2741459608078003]","[0.9812250137329102, 0.6037759780883789, 0.3098129332065582, 0.40961843729019165]"
149,0.47746205500194006,0.4736527403195699,"tensor(0.9641, device='cuda:0')",0.4680270850658417,0.5820261836051941,"[0.9676618576049805, 0.44692596793174744, 0.16793277859687805, 0.28958770632743835]","[0.9835522174835205, 0.6172217130661011, 0.28542622923851013, 0.44190454483032227]"
150,0.48375355090413774,0.4833306637075212,"tensor(0.9633, device='cuda:0')",0.46339040994644165,0.5723462104797363,"[0.9668660759925842, 0.43883034586906433, 0.1642395257949829, 0.2836257517337799]","[0.9831424355506897, 0.6092497706413269, 0.2780423164367676, 0.41895022988319397]"
151,0.4798313958304269,0.4771759510040283,"tensor(0.9620, device='cuda:0')",0.46712276339530945,0.577768087387085,"[0.9651530385017395, 0.44630566239356995, 0.1610931009054184, 0.29593920707702637]","[0.9822595715522766, 0.6164138913154602, 0.27343809604644775, 0.4389609396457672]"
152,0.48490323509488786,0.4665264156129625,"tensor(0.9625, device='cuda:0')",0.47507444024086,0.5906448364257812,"[0.9654162526130676, 0.44966936111450195, 0.18191099166870117, 0.3033011853694916]","[0.9823890328407288, 0.6200044751167297, 0.3038697838783264, 0.456316202878952]"
153,0.4750785529613495,0.4878257115681966,"tensor(0.9614, device='cuda:0')",0.46351930499076843,0.5725442171096802,"[0.965758740901947, 0.4471357762813568, 0.1869245320558548, 0.2542582154273987]","[0.9825726747512817, 0.6174506545066833, 0.3085269331932068, 0.38162651658058167]"
154,0.4759688096387046,0.47485197914971244,"tensor(0.9634, device='cuda:0')",0.4674186110496521,0.5795674324035645,"[0.9669514894485474, 0.43121615052223206, 0.17386911809444427, 0.2976377010345459]","[0.9831916093826294, 0.6021340489387512, 0.2910498380661011, 0.44189420342445374]"
155,0.4731243865830558,0.491503722137875,"tensor(0.9614, device='cuda:0')",0.455696165561676,0.5649036169052124,"[0.9651458859443665, 0.439187228679657, 0.17158521711826324, 0.24686628580093384]","[0.9822485446929932, 0.6092787384986877, 0.2909250259399414, 0.37716224789619446]"
156,0.4739256731101445,0.4802442226145003,"tensor(0.9640, device='cuda:0')",0.46460390090942383,0.5763379335403442,"[0.9675664901733398, 0.43637529015541077, 0.16240441799163818, 0.2920694351196289]","[0.9835060238838196, 0.6072172522544861, 0.2756454050540924, 0.4389832019805908]"
157,0.48050083773476737,0.47869814766777885,"tensor(0.9631, device='cuda:0')",0.46461057662963867,0.576034426689148,"[0.9664512276649475, 0.45233508944511414, 0.1694219708442688, 0.2702341079711914]","[0.9829291105270386, 0.6225666403770447, 0.28730058670043945, 0.4113413989543915]"
158,0.47360569153513227,0.49146244260999894,"tensor(0.9612, device='cuda:0')",0.45880943536758423,0.567947268486023,"[0.9653146862983704, 0.43345513939857483, 0.15617059171199799, 0.28029724955558777]","[0.9823397397994995, 0.6038419008255005, 0.26779481768608093, 0.41781267523765564]"
159,0.48016248856272015,0.46516885691218907,"tensor(0.9629, device='cuda:0')",0.4748488664627075,0.5899434089660645,"[0.966126024723053, 0.4467243552207947, 0.17367203533649445, 0.31287309527397156]","[0.98276287317276, 0.616265058517456, 0.2940475642681122, 0.4666982889175415]"
160,0.4829527054514204,0.47811878389782375,"tensor(0.9629, device='cuda:0')",0.46656668186187744,0.5785256624221802,"[0.9666062593460083, 0.44271987676620483, 0.19666153192520142, 0.2602790892124176]","[0.9830110669136047, 0.6129450798034668, 0.3173377215862274, 0.4008086919784546]"
161,0.48863921165466306,0.4757219784789615,"tensor(0.9640, device='cuda:0')",0.4647856056690216,0.5781278014183044,"[0.9678978323936462, 0.43926697969436646, 0.1755714863538742, 0.2764061391353607]","[0.983672559261322, 0.6098173260688782, 0.29548636078834534, 0.42353492975234985]"
162,0.47263535176004684,0.48380528887112934,"tensor(0.9614, device='cuda:0')",0.4635319709777832,0.5748077034950256,"[0.965398371219635, 0.4461669921875, 0.1830613613128662, 0.25950127840042114]","[0.9823834300041199, 0.616082489490509, 0.30657997727394104, 0.39418497681617737]"
163,0.473947365794863,0.4831911391682095,"tensor(0.9603, device='cuda:0')",0.46421194076538086,0.5739960670471191,"[0.9648284912109375, 0.4366549551486969, 0.1488419622182846, 0.3065224289894104]","[0.9820890426635742, 0.6071971654891968, 0.25739288330078125, 0.4493052661418915]"
164,0.47952451280185154,0.4639015959368812,"tensor(0.9607, device='cuda:0')",0.4773801863193512,0.5956625938415527,"[0.9645460247993469, 0.43858757615089417, 0.18618176877498627, 0.32020533084869385]","[0.981939971446991, 0.6094587445259094, 0.31191644072532654, 0.479335218667984]"
165,0.4828447529247829,0.4636894894970788,"tensor(0.9634, device='cuda:0')",0.47600799798965454,0.591734766960144,"[0.966833233833313, 0.4456118047237396, 0.18132948875427246, 0.3102574944496155]","[0.9831270575523376, 0.6156503558158875, 0.30261141061782837, 0.4655502140522003]"
166,0.47483975631850106,0.4846712913778093,"tensor(0.9644, device='cuda:0')",0.46011239290237427,0.5677648186683655,"[0.9678567051887512, 0.44907820224761963, 0.18198588490486145, 0.24152864515781403]","[0.983654260635376, 0.618984580039978, 0.3001101315021515, 0.3683103621006012]"
167,0.482599937915802,0.48105833927790326,"tensor(0.9628, device='cuda:0')",0.46296530961990356,0.5735869407653809,"[0.96662437915802, 0.4445180892944336, 0.18373049795627594, 0.2569883465766907]","[0.9830161333084106, 0.6142885684967041, 0.3062862455844879, 0.39075666666030884]"
168,0.4780653945037297,0.4659334553612603,"tensor(0.9629, device='cuda:0')",0.4782194495201111,0.5932764410972595,"[0.9667845964431763, 0.44787952303886414, 0.181354358792305, 0.31685924530029297]","[0.9831048250198364, 0.6173526644706726, 0.3031352758407593, 0.46951308846473694]"
169,0.4853398169789995,0.47547632455825806,"tensor(0.9620, device='cuda:0')",0.46669137477874756,0.5815426111221313,"[0.9655486345291138, 0.4512656629085541, 0.18975256383419037, 0.26019853353500366]","[0.9824619293212891, 0.6214573383331299, 0.31625571846961975, 0.40599554777145386]"
170,0.4866643624646323,0.47436195611953735,"tensor(0.9624, device='cuda:0')",0.4715459942817688,0.5833312273025513,"[0.9661688208580017, 0.45995384454727173, 0.16779428720474243, 0.2922670543193817]","[0.9827843904495239, 0.6294205784797668, 0.2846237123012543, 0.4364960491657257]"
171,0.4905790916510991,0.473619990878635,"tensor(0.9627, device='cuda:0')",0.47230979800224304,0.5854465961456299,"[0.9663727879524231, 0.44671711325645447, 0.16707459092140198, 0.309074729681015]","[0.982883870601654, 0.6164723634719849, 0.28258252143859863, 0.4598475992679596]"
172,0.47930227518081664,0.48627737826771206,"tensor(0.9616, device='cuda:0')",0.45994141697883606,0.5720012784004211,"[0.9653632044792175, 0.4472241997718811, 0.17255070805549622, 0.2546275556087494]","[0.9823589324951172, 0.6170768737792969, 0.2910235524177551, 0.3975457549095154]"
173,0.47852147817611695,0.4919857846366035,"tensor(0.9612, device='cuda:0')",0.45493870973587036,0.5652082562446594,"[0.9650043845176697, 0.433927446603775, 0.17421242594718933, 0.24661053717136383]","[0.9821749925613403, 0.6044057011604309, 0.29300642013549805, 0.3812459111213684]"
174,0.48693174719810484,0.4840007954173618,"tensor(0.9623, device='cuda:0')",0.46091488003730774,0.5735499858856201,"[0.9668591618537903, 0.43950313329696655, 0.18102404475212097, 0.25627321004867554]","[0.9831439256668091, 0.6095811128616333, 0.3023746609687805, 0.3991002142429352]"
175,0.48129524503435406,0.4732084373633067,"tensor(0.9616, device='cuda:0')",0.46946853399276733,0.5827378034591675,"[0.9659249186515808, 0.4441167712211609, 0.1773679554462433, 0.29046452045440674]","[0.982650876045227, 0.6143839359283447, 0.29911473393440247, 0.43480172753334045]"
176,0.4803530250276838,0.4573948383331299,"tensor(0.9610, device='cuda:0')",0.48418745398521423,0.6018964052200317,"[0.9647879004478455, 0.45155054330825806, 0.2190503031015396, 0.301361083984375]","[0.9820660352706909, 0.6208782196044922, 0.3548354208469391, 0.44980588555336]"
177,0.48276690925870624,0.49390070637067157,"tensor(0.9617, device='cuda:0')",0.45749783515930176,0.5634021759033203,"[0.965392529964447, 0.45693302154541016, 0.13575290143489838, 0.2719128727912903]","[0.98238205909729, 0.6266751885414124, 0.23682446777820587, 0.407726913690567]"
178,0.47838391065597535,0.48164206080966526,"tensor(0.9623, device='cuda:0')",0.4638061225414276,0.5731939673423767,"[0.9660429358482361, 0.4515802562236786, 0.17650750279426575, 0.26109379529953003]","[0.9827144742012024, 0.6212978959083557, 0.2922396659851074, 0.3965238332748413]"
179,0.4986555227211544,0.48218436042467755,"tensor(0.9629, device='cuda:0')",0.46098339557647705,0.5722025036811829,"[0.9666431546211243, 0.44626203179359436, 0.18923386931419373, 0.2417944222688675]","[0.9830209016799927, 0.6168081760406494, 0.31426775455474854, 0.37471315264701843]"
180,0.47408642513411386,0.46563824348979527,"tensor(0.9627, device='cuda:0')",0.4737405776977539,0.5881170034408569,"[0.9656904339790344, 0.4458296000957489, 0.19272026419639587, 0.2907220125198364]","[0.9825342893600464, 0.6158953309059143, 0.3187097907066345, 0.4353283941745758]"
181,0.474963527066367,0.48616712623172337,"tensor(0.9629, device='cuda:0')",0.460774302482605,0.569519579410553,"[0.9665579199790955, 0.4513365924358368, 0.151377871632576, 0.27382493019104004]","[0.9829868674278259, 0.6205691695213318, 0.25821200013160706, 0.41631031036376953]"
182,0.4663086584636143,0.47822007205751205,"tensor(0.9621, device='cuda:0')",0.4694725275039673,0.5801589488983154,"[0.9658939838409424, 0.4487680494785309, 0.1944921910762787, 0.2687358856201172]","[0.9826398491859436, 0.6184709668159485, 0.31911855936050415, 0.40040650963783264]"
183,0.47603404181344167,0.4909707009792328,"tensor(0.9630, device='cuda:0')",0.4580199420452118,0.5664174556732178,"[0.9670690894126892, 0.4453907608985901, 0.1441042423248291, 0.27551567554473877]","[0.9832531809806824, 0.61543208360672, 0.25020545721054077, 0.4167789816856384]"
184,0.4745129091399057,0.4787403874927097,"tensor(0.9629, device='cuda:0')",0.46658629179000854,0.5769914388656616,"[0.9665217995643616, 0.4520703852176666, 0.16797006130218506, 0.27978289127349854]","[0.9829646348953247, 0.6219355463981628, 0.28347986936569214, 0.41958561539649963]"
185,0.48059661047799246,0.4745902584658729,"tensor(0.9633, device='cuda:0')",0.4687443971633911,0.5803328156471252,"[0.9667091369628906, 0.45069918036460876, 0.16142405569553375, 0.2961452603340149]","[0.9830560684204102, 0.6207953691482544, 0.2746540606021881, 0.44282570481300354]"
186,0.47912733554840087,0.49566475881470573,"tensor(0.9615, device='cuda:0')",0.4567433297634125,0.5641888380050659,"[0.9660630822181702, 0.45116934180259705, 0.17233005166053772, 0.23741084337234497]","[0.9827263951301575, 0.6208816766738892, 0.287675142288208, 0.3654719889163971]"
187,0.47370665328843253,0.4933089580800798,"tensor(0.9615, device='cuda:0')",0.45758193731307983,0.5655994415283203,"[0.9663500189781189, 0.4562343657016754, 0.1635945588350296, 0.2441488355398178]","[0.9828759431838989, 0.6256105303764343, 0.2776102125644684, 0.3763010799884796]"
188,0.484339770248958,0.4756716854042477,"tensor(0.9610, device='cuda:0')",0.47030994296073914,0.585756778717041,"[0.9651562571525574, 0.43671584129333496, 0.19550804793834686, 0.2838595509529114]","[0.9822567105293274, 0.6071365475654602, 0.32148584723472595, 0.43214789032936096]"
189,0.47211827635765075,0.48284375336435104,"tensor(0.9622, device='cuda:0')",0.46226397156715393,0.5727053880691528,"[0.9660080671310425, 0.4531838595867157, 0.17879649996757507, 0.25106745958328247]","[0.9826945066452026, 0.6228736042976379, 0.30036601424217224, 0.3848872184753418]"
190,0.482830045904432,0.4831826554404365,"tensor(0.9610, device='cuda:0')",0.4647538661956787,0.5774579048156738,"[0.965155303478241, 0.44251734018325806, 0.16806945204734802, 0.283273309469223]","[0.9822540283203125, 0.6130660176277161, 0.286883682012558, 0.4276280105113983]"
191,0.4832670756748744,0.468359543217553,"tensor(0.9627, device='cuda:0')",0.4740457534790039,0.5887060165405273,"[0.9660260081291199, 0.45081648230552673, 0.20162181556224823, 0.2777186930179596]","[0.9827061891555786, 0.6206100583076477, 0.33100855350494385, 0.4204992651939392]"
192,0.48253459419522965,0.49458376897705925,"tensor(0.9602, device='cuda:0')",0.4535542130470276,0.5638682842254639,"[0.9645392298698425, 0.43876075744628906, 0.15588520467281342, 0.255031555891037]","[0.9819352030754089, 0.6088463664054871, 0.2668130695819855, 0.39787861704826355]"
193,0.4862096769469125,0.48039435346921283,"tensor(0.9622, device='cuda:0')",0.46545132994651794,0.5772764086723328,"[0.9661750793457031, 0.45778757333755493, 0.18065997958183289, 0.2571827471256256]","[0.9827852249145508, 0.6275020241737366, 0.30463743209838867, 0.3941809833049774]"
194,0.4785362558705466,0.47224552432696026,"tensor(0.9641, device='cuda:0')",0.4676012098789215,0.5792579650878906,"[0.967311441898346, 0.4596864879131317, 0.2035786360502243, 0.23982827365398407]","[0.983373761177063, 0.6293459534645081, 0.33022254705429077, 0.3740895390510559]"
195,0.48685775569507056,0.4825384318828583,"tensor(0.9635, device='cuda:0')",0.4631977081298828,0.5724819302558899,"[0.9673183560371399, 0.4482676088809967, 0.18238112330436707, 0.2548237442970276]","[0.9833768010139465, 0.6184034943580627, 0.3030681610107422, 0.3850792646408081]"
196,0.47897857938494,0.4891911612616645,"tensor(0.9627, device='cuda:0')",0.4579679071903229,0.5658064484596252,"[0.9663768410682678, 0.448323518037796, 0.1813507080078125, 0.23582050204277039]","[0.9828879237174988, 0.6181257367134094, 0.30284619331359863, 0.35936594009399414]"
